Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc,eAucPro_0_05,oClassF1,eSegF1,runtime_ms
mvtec_can,0.5123456790123456,0.7413412620658302,0.7586710028269388,0.0,71.42857142857143,0.003041532456292021,30015.931367874146
mvtec_fabric,0.7319865319865319,0.7930527308862054,0.738928856777722,18.051928505559506,76.92307692307693,13.161320181655148,35711.20071411133
mvtec_fruit_jelly,0.825,0.9404442064077028,0.9340794375050775,60.359928459575144,91.6030534351145,49.096471634396536,13279.27851676941
mvtec_rice,0.48148148148148145,0.6813115540114214,0.6757059820792447,20.127117773985713,81.08108108108108,4.348821240558481,29021.90637588501
mvtec_sheet_metal,0.7805555555555556,0.9794692022648177,0.9753451543877354,79.54290277917495,89.10891089108911,8.531182852746904,13722.626686096191
mvtec_vial,0.8917006802721088,0.9145837465791824,0.9083844855954772,32.364837200146575,93.02325581395348,32.636241261018725,20461.090564727783
mvtec_wallplugs,0.5585185185185185,0.8227767348360211,0.8264709860019762,20.9774445666031,75.9493670886076,2.7346827682037618,23226.90749168396
mvtec_walnuts,0.8535185185185186,0.9816606812617057,0.9727828761455457,76.50975216775268,82.75862068965519,52.47638002424908,36534.616470336914
Mean,0.7043883706681326,0.8568300147891108,0.8487960976649647,38.491738931599706,82.73449216889367,20.373517686910617,25246.694773435593
