Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
mvtec_can,0.5123456790123456,0.7413412620658302,0.7586710028269388
mvtec_fabric,0.7319865319865319,0.7930527308862054,0.738928856777722
mvtec_fruit_jelly,0.825,0.9404442064077028,0.9340794375050775
mvtec_rice,0.48148148148148145,0.6813115540114214,0.6757059820792447
mvtec_sheet_metal,0.7805555555555556,0.9794692022648177,0.9753451543877354
mvtec_vial,0.8917006802721088,0.9145837465791824,0.9083844855954772
mvtec_wallplugs,0.5585185185185185,0.8227767348360211,0.8264709860019762
mvtec_walnuts,0.8535185185185186,0.9816606812617057,0.9727828761455457
Mean,0.7043883706681326,0.8568300147891108,0.8487960976649647
